location,latitude,longitude,buffer_m,visibility,true_coordinates,comments,internal_wildtrax_id
187-8,,,5500,Visible,t,,526470
187-9,,,5500,Visible,t,,526471
188-1,,,5500,Visible,t,,526472
188-2,,,5500,Visible,t,,526474
188-3,,,5500,Visible,t,,526473
188-4,,,5500,Visible,t,,526475
188-5,,,5500,Visible,t,,526476
188-6,,,5500,Visible,t,,526477
188-7,,,5500,Visible,t,,526478
188-8,,,5500,Visible,t,,526479
188-9,,,5500,Visible,t,,526480
18-NE,59.662021,-110.840218,5500,Visible,f,,32724
18-NW,59.662021,-110.840218,5500,Visible,f,,32725
18-SE,59.662021,-110.840218,5500,Visible,f,,32726
18-SW,59.662021,-110.840218,5500,Visible,f,,32727
192-1,,,5500,Visible,t,,515777
192-2,,,5500,Visible,t,,515778
192-3,,,5500,Visible,t,,515779
192-4,,,5500,Visible,t,,515780
192-5,,,5500,Visible,t,,515781
192-6,,,5500,Visible,t,,515782
192-7,,,5500,Visible,t,,515783
192-8,,,5500,Visible,t,,515784
192-9,,,5500,Visible,t,,515785
193-1,,,5500,Visible,t,,515786
193-2,,,5500,Visible,t,,515787
193-3,,,5500,Visible,t,,515788
193-4,,,5500,Visible,t,,515789
193-5,,,5500,Visible,t,,515790
193-6,,,5500,Visible,t,,515791
193-7,,,5500,Visible,t,,515792
193-8,,,5500,Visible,t,,515794
193-9,,,5500,Visible,t,,515793
194-1,,,5500,Visible,t,,515796
194-2,,,5500,Visible,t,,515795
194-3,,,5500,Visible,t,,515797
194-4,,,5500,Visible,t,,515798
194-5,,,5500,Visible,t,,515799
194-6,,,5500,Visible,t,,515800
194-7,58.878772,-116.427071,5500,Visible,t,,515801
194-8,,,5500,Visible,t,,515802
194-9,58.878772,-116.427071,5500,Visible,t,,515803
19-NE,59.607685,-110.419456,5500,Visible,f,,224
19-SW,59.607685,-110.419456,5500,Visible,f,,223
208-1,,,5500,Visible,t,,512940
208-2,,,5500,Visible,t,,512939
208-3,,,5500,Visible,t,,512941
208-4,,,5500,Visible,t,,512942
208-5,,,5500,Visible,t,,512943
208-6,,,5500,Visible,t,,512944
208-7,,,5500,Visible,t,,512945
208-8,,,5500,Visible,t,,512946
208-9,,,5500,Visible,t,,512947
209-1,,,5500,Visible,t,,512948
209-2,,,5500,Visible,t,,512949
209-3,,,5500,Visible,t,,512950
209-4,,,5500,Visible,t,,512951
209-5,,,5500,Visible,t,,512952
209-6,,,5500,Visible,t,,512953
209-7,,,5500,Visible,t,,512954
209-8,,,5500,Visible,t,,512955
209-9,,,5500,Visible,t,,512956
210-1,,,5500,Visible,t,,515804
210-2,,,5500,Visible,t,,515805
210-3,,,5500,Visible,t,,515806
210-4,,,5500,Visible,t,,515807
210-5,,,5500,Visible,t,,515808
210-6,,,5500,Visible,t,,515809
210-7,,,5500,Visible,t,,515810
210-8,58.363521,-110.995140,5500,Visible,t,,515811
210-9,,,5500,Visible,t,,515812
211-1,,,5500,Visible,t,,515813
211-2,,,5500,Visible,t,,515814
211-3,,,5500,Visible,t,,515815
211-4,,,5500,Visible,t,,515816
211-5,,,5500,Visible,t,,515817
211-6,,,5500,Visible,t,,515818
211-7,,,5500,Visible,t,,515819
211-8,,,5500,Visible,t,,515821
211-9,,,5500,Visible,t,,515820
212-1,,,5500,Visible,t,,515822
212-2,,,5500,Visible,t,,515823
212-3,,,5500,Visible,t,,515824
212-4,,,5500,Visible,t,,515825
212-5,,,5500,Visible,t,,515826
212-6,,,5500,Visible,t,,515827
212-7,,,5500,Visible,t,,515829
212-8,,,5500,Visible,t,,515828
212-9,,,5500,Visible,t,,515830
213-1,,,5500,Visible,t,,524737
213-2,,,5500,Visible,t,,524739
213-3,,,5500,Visible,t,,524740
213-4,,,5500,Visible,t,,524742
213-5,,,5500,Visible,t,,524741
213-6,,,5500,Visible,t,,524743
213-7,,,5500,Visible,t,,524744
213-8,,,5500,Visible,t,,524745
216-1,,,5500,Visible,t,,509423
216-2,,,5500,Visible,t,,509422
216-3,,,5500,Visible,t,,509420
216-4,,,5500,Visible,t,,509421
216-5,,,5500,Visible,t,,509424
216-6,,,5500,Visible,t,,509425
216-7,,,5500,Visible,t,,509426
216-8,,,5500,Visible,t,,509427
216-9,,,5500,Visible,t,,509428
217-1,,,5500,Visible,t,,509429
217-4,,,5500,Visible,t,,509430
217-5,,,5500,Visible,t,,509431
217-6,,,5500,Visible,t,,509432
217-7,,,5500,Visible,t,,509433
217-8,,,5500,Visible,t,,509434
218-1,,,5500,Visible,t,,509435
218-2,,,5500,Visible,t,,509436
218-3,,,5500,Visible,t,,509437
218-4,,,5500,Visible,t,,509438
218-5,,,5500,Visible,t,,509439
218-6,,,5500,Visible,t,,509440
218-7,,,5500,Visible,t,,509441
218-8,,,5500,Visible,t,,509442
218-9,,,5500,Visible,t,,509443
225-1,,,5500,Visible,t,,526481
225-2,,,5500,Visible,t,,526482
225-3,,,5500,Visible,t,,526483
225-4,,,5500,Visible,t,,526484
225-5,,,5500,Visible,t,,526485
225-6,,,5500,Visible,t,,526486
225-7,,,5500,Visible,t,,526487
225-8,,,5500,Visible,t,,526488
225-9,,,5500,Visible,t,,526489
226-1,,,5500,Visible,t,,519840
226-2,,,5500,Visible,t,,519839
226-3,58.645637,-115.816162,5500,Visible,t,,519841
226-4,,,5500,Visible,t,,519842
226-5,,,5500,Visible,t,,519844
226-6,,,5500,Visible,t,,519843
226-7,58.645637,-115.816162,5500,Visible,t,,519845
226-8,,,5500,Visible,t,,519846
226-9,,,5500,Visible,t,,519847
227-1,,,5500,Visible,t,,526490
227-2,,,5500,Visible,t,,526491
227-3,,,5500,Visible,t,,526492
227-4,,,5500,Visible,t,,526493
227-5,,,5500,Visible,t,,526494
227-6,,,5500,Visible,t,,526495
227-7,,,5500,Visible,t,,526496
227-8,,,5500,Visible,t,,526497
227-9,,,5500,Visible,t,,526498
231-1,,,5500,Visible,t,,524746
231-2,,,5500,Visible,t,,524747
231-3,,,5500,Visible,t,,524748
231-4,,,5500,Visible,t,,524749
231-5,,,5500,Visible,t,,524750
231-6,,,5500,Visible,t,,524751
231-7,,,5500,Visible,t,,524753
231-8,,,5500,Visible,t,,524752
231-9,,,5500,Visible,t,,524754
232-1,,,5500,Visible,t,,519781
232-2,58.473232,-113.745575,5500,Visible,t,,519751
232-3,,,5500,Visible,t,,519742
232-4,,,5500,Visible,t,,519793
232-5,,,5500,Visible,t,,519741
232-6,,,5500,Visible,t,,519754
232-7,,,5500,Visible,t,,519771
232-8,,,5500,Visible,t,,519757
232-9,,,5500,Visible,t,,519755
233-1,,,5500,Visible,t,,524755
233-2,,,5500,Visible,t,,524756
233-3,,,5500,Visible,t,,524757
233-4,,,5500,Visible,t,,524758
233-5,,,5500,Visible,t,,524759
233-6,,,5500,Visible,t,,524760
233-7,,,5500,Visible,t,,524761
233-8,,,5500,Visible,t,,524762
233-9,,,5500,Visible,t,,524763
238-1,,,5500,Visible,t,,524764
238-2,,,5500,Visible,t,,524765
238-3,,,5500,Visible,t,,524766
238-4,,,5500,Visible,t,,524767
238-5,,,5500,Visible,t,,524768
238-6,,,5500,Visible,t,,524769
238-7,,,5500,Visible,t,,524770
238-8,,,5500,Visible,t,,524771
238-9,,,5500,Visible,t,,524772
239-1,,,5500,Visible,t,,524773
239-2,,,5500,Visible,t,,524774
239-3,,,5500,Visible,t,,524775
239-4,,,5500,Visible,t,,524776
239-5,,,5500,Visible,t,,524777
239-6,,,5500,Visible,t,,524778
239-7,,,5500,Visible,t,,524779
239-8,,,5500,Visible,t,,524780
239-9,,,5500,Visible,t,,524781
240-1,,,5500,Visible,t,,515832
240-2,,,5500,Visible,t,,515834
240-3,,,5500,Visible,t,,515831
240-4,58.251968,-111.048103,5500,Visible,t,,515833
240-5,,,5500,Visible,t,,515835
240-6,,,5500,Visible,t,,515836
241-1,,,5500,Visible,t,,513493
241-2,,,5500,Visible,t,,513494
241-3,,,5500,Visible,t,,513495
241-4,,,5500,Visible,t,,513496
241-5,,,5500,Visible,t,,513497
241-6,,,5500,Visible,t,,513499
241-7,,,5500,Visible,t,,513500
241-8,,,5500,Visible,t,,513498
241-9,,,5500,Visible,t,,513501
242-1,,,5500,Visible,t,,513503
242-2,,,5500,Visible,t,,513502
242-3,,,5500,Visible,t,,513504
242-4,,,5500,Visible,t,,513505
242-5,,,5500,Visible,t,,513506
242-6,,,5500,Visible,t,,513507
242-7,,,5500,Visible,t,,513508
242-8,,,5500,Visible,t,,513509
242-9,,,5500,Visible,t,,513510
243-1,,,5500,Visible,t,,526499
243-2,,,5500,Visible,t,,526500
243-3,,,5500,Visible,t,,526501
243-4,,,5500,Visible,t,,526502
243-5,,,5500,Visible,t,,526503
243-6,,,5500,Visible,t,,526504
243-7,,,5500,Visible,t,,526505
243-8,,,5500,Visible,t,,526506
243-9,,,5500,Visible,t,,526507
247-1,,,5500,Visible,t,,509444
247-2,,,5500,Visible,t,,509445
247-3,,,5500,Visible,t,,509446
247-4,,,5500,Visible,t,,509447
247-5,,,5500,Visible,t,,509448
247-6,,,5500,Visible,t,,509449
247-7,,,5500,Visible,t,,509450
247-8,,,5500,Visible,t,,509451
247-9,,,5500,Visible,t,,509452
255-1,,,5500,Visible,t,,526508
255-2,,,5500,Visible,t,,526509
255-3,,,5500,Visible,t,,526510
255-4,,,5500,Visible,t,,526511
255-5,,,5500,Visible,t,,526512
255-6,,,5500,Visible,t,,526513
255-7,,,5500,Visible,t,,526514
255-8,,,5500,Visible,t,,526515
255-9,,,5500,Visible,t,,526516
256-1,,,5500,Visible,t,,526517
256-2,,,5500,Visible,t,,526518
256-3,,,5500,Visible,t,,526519
256-4,,,5500,Visible,t,,526520
256-5,,,5500,Visible,t,,526521
256-6,,,5500,Visible,t,,526522
256-7,,,5500,Visible,t,,526523
256-8,,,5500,Visible,t,,526524
256-9,,,5500,Visible,t,,526525
257-1,,,5500,Visible,t,,526526
257-2,,,5500,Visible,t,,526527
257-3,,,5500,Visible,t,,526528
257-4,,,5500,Visible,t,,526529
257-5,,,5500,Visible,t,,526530
257-6,,,5500,Visible,t,,526531
257-7,,,5500,Visible,t,,526532
257-8,,,5500,Visible,t,,526533
257-9,,,5500,Visible,t,,526534
261-1,,,5500,Visible,t,,524782
261-2,,,5500,Visible,t,,524783
261-3,,,5500,Visible,t,,524784
261-4,,,5500,Visible,t,,524785
261-5,,,5500,Visible,t,,524786
261-6,,,5500,Visible,t,,524787
261-7,,,5500,Visible,t,,524788
261-8,,,5500,Visible,t,,524789
261-9,,,5500,Visible,t,,524790
262-1,,,5500,Visible,t,,519798
262-2,,,5500,Visible,t,,519753
262-3,,,5500,Visible,t,,519789
262-4,,,5500,Visible,t,,519791
262-5,,,5500,Visible,t,,519775
262-6,,,5500,Visible,t,,519758
262-7,58.348625,-113.829971,5500,Visible,t,,519763
262-8,,,5500,Visible,t,,519770
262-9,,,5500,Visible,t,,519764
263-1,,,5500,Visible,t,,524792
263-4,,,5500,Visible,t,,524791
263-5,,,5500,Visible,t,,524793
263-6,,,5500,Visible,t,,524794
267-1,,,5500,Visible,t,,524795
267-2,,,5500,Visible,t,,524796
267-3,,,5500,Visible,t,,524797
267-4,,,5500,Visible,t,,524798
267-5,,,5500,Visible,t,,524799
267-6,,,5500,Visible,t,,524800
267-7,,,5500,Visible,t,,524801
267-8,,,5500,Visible,t,,524802
267-9,,,5500,Visible,t,,524803
268-1,,,5500,Visible,t,,524804
268-2,,,5500,Visible,t,,524805
268-3,,,5500,Visible,t,,524806
268-4,,,5500,Visible,t,,524807
268-5,,,5500,Visible,t,,524808
268-6,,,5500,Visible,t,,524809
268-7,,,5500,Visible,t,,524810
268-8,,,5500,Visible,t,,524811
268-9,,,5500,Visible,t,,524813
269-1,,,5500,Visible,t,,524812
269-2,,,5500,Visible,t,,524814
269-3,,,5500,Visible,t,,524815
269-4,,,5500,Visible,t,,524816
269-5,,,5500,Visible,t,,524817
269-6,,,5500,Visible,t,,524818
269-7,,,5500,Visible,t,,524819
269-8,,,5500,Visible,t,,524821
269-9,,,5500,Visible,t,,524820
270-1,,,5500,Visible,t,,515837
270-2,,,5500,Visible,t,,515838
270-3,,,5500,Visible,t,,515839
270-4,,,5500,Visible,t,,515840
270-5,,,5500,Visible,t,,515841
270-6,,,5500,Visible,t,,515842
270-7,,,5500,Visible,t,,515843
270-8,,,5500,Visible,t,,515844
270-9,,,5500,Visible,t,,515845
271-1,,,5500,Visible,t,,515846
271-2,,,5500,Visible,t,,515847
271-3,,,5500,Visible,t,,515849
271-4,,,5500,Visible,t,,515848
271-5,,,5500,Visible,t,,515850
271-6,,,5500,Visible,t,,515851
271-7,,,5500,Visible,t,,515852
271-8,,,5500,Visible,t,,515853
271-9,,,5500,Visible,t,,515854
272-1,,,5500,Visible,t,,513512
272-2,,,5500,Visible,t,,513511
272-3,,,5500,Visible,t,,513513
272-4,,,5500,Visible,t,,513514
272-5,,,5500,Visible,t,,513515
272-6,,,5500,Visible,t,,513516
272-7,,,5500,Visible,t,,513517
272-8,,,5500,Visible,t,,513518
272-9,,,5500,Visible,t,,513519
273-1,,,5500,Visible,t,,526535
273-2,,,5500,Visible,t,,526536
273-3,,,5500,Visible,t,,526537
273-4,,,5500,Visible,t,,526538
273-5,,,5500,Visible,t,,526539
273-6,,,5500,Visible,t,,526540
273-7,,,5500,Visible,t,,526541
273-8,,,5500,Visible,t,,526542
273-9,,,5500,Visible,t,,526543
276-1,,,5500,Visible,t,,509453
276-2,,,5500,Visible,t,,509454
276-3,,,5500,Visible,t,,509455
276-4,,,5500,Visible,t,,509456
276-5,,,5500,Visible,t,,509457
276-6,,,5500,Visible,t,,509458
276-7,,,5500,Visible,t,,509459
276-8,,,5500,Visible,t,,509460
276-9,,,5500,Visible,t,,509461
277-1,,,5500,Visible,t,,509462
277-2,,,5500,Visible,t,,509463
277-3,,,5500,Visible,t,,509464
277-4,,,5500,Visible,t,,509465
277-5,,,5500,Visible,t,,509466
277-6,,,5500,Visible,t,,509467
277-7,,,5500,Visible,t,,509468
277-8,,,5500,Visible,t,,509469
277-9,,,5500,Visible,t,,509470
278-1,,,5500,Visible,t,,509471
278-2,,,5500,Visible,t,,509472
278-3,,,5500,Visible,t,,509473
278-4,,,5500,Visible,t,,509474
278-5,,,5500,Visible,t,,509475
278-6,,,5500,Visible,t,,509476
278-7,,,5500,Visible,t,,509477
278-8,,,5500,Visible,t,,509478
278-9,,,5500,Visible,t,,509479
285-1,,,5500,Visible,t,,526544
285-2,,,5500,Visible,t,,526545
285-3,,,5500,Visible,t,,526546
285-4,,,5500,Visible,t,,526547
285-8,,,5500,Visible,t,,526548
285-9,,,5500,Visible,t,,526549
286-1,,,5500,Visible,t,,526550
286-2,,,5500,Visible,t,,526551
286-3,,,5500,Visible,t,,526552
286-4,,,5500,Visible,t,,526553
286-5,,,5500,Visible,t,,526554
286-6,,,5500,Visible,t,,526555
286-7,,,5500,Visible,t,,526556
286-8,,,5500,Visible,t,,526557
286-9,,,5500,Visible,t,,526558
287-1,,,5500,Visible,t,,526559
287-2,,,5500,Visible,t,,526560
287-3,,,5500,Visible,t,,526561
287-4,,,5500,Visible,t,,526562
287-5,,,5500,Visible,t,,526563
287-6,,,5500,Visible,t,,526564
287-7,,,5500,Visible,t,,526565
287-8,,,5500,Visible,t,,526566
287-9,,,5500,Visible,t,,526567
291-1,,,5500,Visible,t,,524822
291-2,,,5500,Visible,t,,524823
291-3,,,5500,Visible,t,,524824
291-4,,,5500,Visible,t,,524825
291-5,,,5500,Visible,t,,524826
291-6,,,5500,Visible,t,,524827
291-7,,,5500,Visible,t,,524829
291-8,,,5500,Visible,t,,524828
291-9,,,5500,Visible,t,,524830
292-1,,,5500,Visible,t,,524831
292-2,,,5500,Visible,t,,524832
292-3,,,5500,Visible,t,,524833
292-4,,,5500,Visible,t,,524834
292-5,,,5500,Visible,t,,524835
292-6,,,5500,Visible,t,,524836
292-7,,,5500,Visible,t,,524837
292-8,,,5500,Visible,t,,524838
292-9,,,5500,Visible,t,,524839
293-1,,,5500,Visible,t,,524840
293-2,,,5500,Visible,t,,524841
293-3,,,5500,Visible,t,,524842
293-4,,,5500,Visible,t,,524843
293-5,,,5500,Visible,t,,524844
293-6,,,5500,Visible,t,,524845
293-7,,,5500,Visible,t,,524846
293-8,,,5500,Visible,t,,524847
293-9,,,5500,Visible,t,,524848
297-1,,,5500,Visible,t,,524849
297-2,,,5500,Visible,t,,524850
297-3,,,5500,Visible,t,,524851
297-4,,,5500,Visible,t,,524852
297-5,,,5500,Visible,t,,524853
297-6,,,5500,Visible,t,,524854
297-7,,,5500,Visible,t,,524855
297-8,,,5500,Visible,t,,524856
297-9,,,5500,Visible,t,,524857
298-1,,,5500,Visible,t,,524858
298-2,,,5500,Visible,t,,524860
298-3,,,5500,Visible,t,,524861
298-4,,,5500,Visible,t,,524862
298-5,,,5500,Visible,t,,524863
298-6,,,5500,Visible,t,,524864
298-7,,,5500,Visible,t,,524866
298-8,,,5500,Visible,t,,524865
298-9,,,5500,Visible,t,,524867
299-2,,,5500,Visible,t,,524868
299-4,,,5500,Visible,t,,524869
299-5,,,5500,Visible,t,,524870
299-6,,,5500,Visible,t,,524871
299-7,,,5500,Visible,t,,524872
299-8,,,5500,Visible,t,,524873
299-9,,,5500,Visible,t,,524874
300-1,,,5500,Visible,t,,515855
300-2,,,5500,Visible,t,,515856
300-3,,,5500,Visible,t,,515857
300-4,,,5500,Visible,t,,515858
300-5,,,5500,Visible,t,,515859
300-6,,,5500,Visible,t,,515860
300-7,,,5500,Visible,t,,515861
300-8,,,5500,Visible,t,,515862
300-9,,,5500,Visible,t,,515863
301-1,,,5500,Visible,t,,515864
301-2,,,5500,Visible,t,,515865
301-3,,,5500,Visible,t,,515866
301-4,,,5500,Visible,t,,515868
301-5,,,5500,Visible,t,,515867
301-6,,,5500,Visible,t,,515869
301-7,,,5500,Visible,t,,515870
301-8,,,5500,Visible,t,,515871
301-9,,,5500,Visible,t,,515872
302-1,,,5500,Visible,t,,513520
302-2,,,5500,Visible,t,,513521
302-3,,,5500,Visible,t,,513522
302-4,,,5500,Visible,t,,513524
302-5,,,5500,Visible,t,,513523
302-6,,,5500,Visible,t,,513525
302-7,,,5500,Visible,t,,513526
302-8,,,5500,Visible,t,,513528
302-9,,,5500,Visible,t,,513527
303-1,,,5500,Visible,t,,526568
303-2,,,5500,Visible,t,,526569
303-3,,,5500,Visible,t,,526570
303-4,,,5500,Visible,t,,526571
303-5,,,5500,Visible,t,,526572
303-6,,,5500,Visible,t,,526573
303-7,,,5500,Visible,t,,526574
303-8,,,5500,Visible,t,,526575
303-9,,,5500,Visible,t,,526576
314-1,,,5500,Visible,t,,509963
314-2,,,5500,Visible,t,,509964
314-3,,,5500,Visible,t,,509965
314-4,,,5500,Visible,t,,509962
314-5,,,5500,Visible,t,,509967
314-6,,,5500,Visible,t,,509966
314-7,,,5500,Visible,t,,509968
314-8,,,5500,Visible,t,,509969
314-9,,,5500,Visible,t,,509970
316-2,,,5500,Visible,t,,509971
316-3,,,5500,Visible,t,,509972
316-4,,,5500,Visible,t,,509973
316-5,,,5500,Visible,t,,509974
316-6,,,5500,Visible,t,,509975
316-7,,,5500,Visible,t,,509976
316-8,,,5500,Visible,t,,509977
316-9,,,5500,Visible,t,,509978
323-1,,,5500,Visible,t,,512957
323-2,,,5500,Visible,t,,512958
323-3,,,5500,Visible,t,,512959
323-4,,,5500,Visible,t,,512960
323-5,,,5500,Visible,t,,512961
323-6,,,5500,Visible,t,,512962
323-7,,,5500,Visible,t,,512963
323-8,,,5500,Visible,t,,512964
323-9,,,5500,Visible,t,,512965
324-1,,,5500,Visible,t,,512966
324-2,,,5500,Visible,t,,512967
324-3,,,5500,Visible,t,,512968
324-4,,,5500,Visible,t,,512969
324-5,,,5500,Visible,t,,512970
324-6,,,5500,Visible,t,,512971
324-7,,,5500,Visible,t,,512972
324-8,,,5500,Visible,t,,512973
324-9,,,5500,Visible,t,,512974
325-1,,,5500,Visible,t,,512975
325-2,,,5500,Visible,t,,512976
325-3,,,5500,Visible,t,,512977
325-4,,,5500,Visible,t,,512978
325-5,,,5500,Visible,t,,512979
325-6,,,5500,Visible,t,,512981
325-7,,,5500,Visible,t,,512980
325-8,,,5500,Visible,t,,512982
325-9,,,5500,Visible,t,,512984
326-1,,,5500,Visible,t,,526577
326-2,,,5500,Visible,t,,526578
326-3,,,5500,Visible,t,,526579
326-4,,,5500,Visible,t,,526580
326-5,,,5500,Visible,t,,526581
326-6,,,5500,Visible,t,,526582
326-7,,,5500,Visible,t,,526583
326-8,,,5500,Visible,t,,526584
326-9,,,5500,Visible,t,,526585
327-1,,,5500,Visible,t,,526586
327-2,,,5500,Visible,t,,526587
327-3,,,5500,Visible,t,,526588
327-4,,,5500,Visible,t,,526589
327-5,,,5500,Visible,t,,526590
327-6,,,5500,Visible,t,,526591
327-7,,,5500,Visible,t,,526592
327-8,,,5500,Visible,t,,526593
327-9,,,5500,Visible,t,,526594
328-1,,,5500,Visible,t,,526595
328-2,,,5500,Visible,t,,526596
328-3,,,5500,Visible,t,,526597
328-4,,,5500,Visible,t,,526598
328-5,,,5500,Visible,t,,526599
328-6,,,5500,Visible,t,,526600
328-7,,,5500,Visible,t,,526601
328-8,,,5500,Visible,t,,526602
328-9,,,5500,Visible,t,,526603
329-1,,,5500,Visible,t,,509480
329-2,,,5500,Visible,t,,509481
329-3,,,5500,Visible,t,,509482
329-4,,,5500,Visible,t,,509483
329-5,,,5500,Visible,t,,509484
329-6,,,5500,Visible,t,,509485
329-7,,,5500,Visible,t,,509486
329-8,,,5500,Visible,t,,509487
329-9,,,5500,Visible,t,,509488
32-NE,59.677497,-112.604416,5500,Visible,f,,32728
32-NW,59.677497,-112.604416,5500,Visible,f,,32729
32-SE,59.677497,-112.604416,5500,Visible,f,,32730
330-1,,,5500,Visible,t,,509489
330-2,,,5500,Visible,t,,509490
330-3,,,5500,Visible,t,,509491
330-4,,,5500,Visible,t,,509492
330-5,,,5500,Visible,t,,509493
330-6,,,5500,Visible,t,,509494
330-7,,,5500,Visible,t,,509495
330-8,,,5500,Visible,t,,509496
330-9,,,5500,Visible,t,,509497
331-1,,,5500,Visible,t,,509498
331-2,,,5500,Visible,t,,509499
331-3,,,5500,Visible,t,,509500
331-4,,,5500,Visible,t,,509501
331-5,,,5500,Visible,t,,509502
331-6,,,5500,Visible,t,,509503
331-7,,,5500,Visible,t,,509504
331-8,,,5500,Visible,t,,509505
331-9,,,5500,Visible,t,,509506
332-1,,,5500,Visible,t,,513530
332-2,,,5500,Visible,t,,513529
332-3,,,5500,Visible,t,,513531
332-4,,,5500,Visible,t,,513532
332-5,,,5500,Visible,t,,513533
332-6,,,5500,Visible,t,,513534
332-7,,,5500,Visible,t,,513535
332-8,,,5500,Visible,t,,513536
332-9,,,5500,Visible,t,,513537
33-NE,59.646675,-112.275978,5500,Visible,f,,32731
33-NW,59.646675,-112.275978,5500,Visible,f,,32732
33-SE,59.646675,-112.275978,5500,Visible,f,,32733
33-SW,59.646675,-112.275978,5500,Visible,f,,32734
34-NE,59.565719,-111.939857,5500,Visible,f,,32735
34-NW,59.565719,-111.939857,5500,Visible,f,,32736
34-SE,59.565719,-111.939857,5500,Visible,f,,32737
34-SW,59.565719,-111.939857,5500,Visible,f,,44084
352-1,,,5500,Visible,t,,512983
352-2,,,5500,Visible,t,,512985
352-3,,,5500,Visible,t,,512986
352-4,,,5500,Visible,t,,512987
352-5,57.713855,-113.323944,5500,Visible,t,,512988
352-6,,,5500,Visible,t,,512989
352-7,,,5500,Visible,t,,512990
352-8,,,5500,Visible,t,,512991
352-9,,,5500,Visible,t,,512992
353-1,,,5500,Visible,t,,512993
353-2,,,5500,Visible,t,,512994
353-3,,,5500,Visible,t,,512995
353-4,,,5500,Visible,t,,512996
353-5,,,5500,Visible,t,,512997
353-6,,,5500,Visible,t,,512998
353-7,,,5500,Visible,t,,512999
353-8,,,5500,Visible,t,,513001
353-9,57.682640,-112.992203,5500,Visible,t,,513002
354-1,,,5500,Visible,t,,513000
354-2,,,5500,Visible,t,,513003
354-3,,,5500,Visible,t,,513004
354-4,,,5500,Visible,t,,513005
354-5,,,5500,Visible,t,,513006
354-6,,,5500,Visible,t,,513007
354-7,,,5500,Visible,t,,513008
354-8,,,5500,Visible,t,,513009
354-9,,,5500,Visible,t,,513010
355-1,,,5500,Visible,t,,526604
355-2,,,5500,Visible,t,,526605
355-3,,,5500,Visible,t,,526606
355-4,,,5500,Visible,t,,526607
355-5,,,5500,Visible,t,,526608
355-6,,,5500,Visible,t,,526609
355-7,,,5500,Visible,t,,526610
355-8,,,5500,Visible,t,,526611
355-9,,,5500,Visible,t,,526612
356-1,,,5500,Visible,t,,526613
356-2,,,5500,Visible,t,,526614
356-3,,,5500,Visible,t,,526615
356-4,,,5500,Visible,t,,526616
356-5,,,5500,Visible,t,,526617
356-6,,,5500,Visible,t,,526618
356-7,,,5500,Visible,t,,526619
356-8,,,5500,Visible,t,,526620
356-9,,,5500,Visible,t,,526621
357-1,,,5500,Visible,t,,526622
357-2,,,5500,Visible,t,,526623
357-3,,,5500,Visible,t,,526624
357-4,,,5500,Visible,t,,526625
357-5,,,5500,Visible,t,,526626
357-6,,,5500,Visible,t,,526627
357-7,,,5500,Visible,t,,526628
357-8,,,5500,Visible,t,,526629
357-9,,,5500,Visible,t,,526630
358-1,,,5500,Visible,t,,509507
358-2,,,5500,Visible,t,,509508
358-3,,,5500,Visible,t,,509509
358-4,,,5500,Visible,t,,509510
358-5,,,5500,Visible,t,,509511
358-6,,,5500,Visible,t,,509512
358-7,,,5500,Visible,t,,509513
358-8,,,5500,Visible,t,,509514
358-9,,,5500,Visible,t,,509515
359-1,,,5500,Visible,t,,509516
359-2,,,5500,Visible,t,,509517
359-3,,,5500,Visible,t,,509518
359-4,,,5500,Visible,t,,509519
359-5,,,5500,Visible,t,,509520
359-6,,,5500,Visible,t,,509521
359-7,,,5500,Visible,t,,509522
359-8,,,5500,Visible,t,,509523
359-9,,,5500,Visible,t,,509524
35-NE,59.557568,-111.631203,5500,Visible,f,,55484
35-NW,59.557568,-111.631203,5500,Visible,f,,55489
35-SE,59.557568,-111.631203,5500,Visible,f,,55567
35-SW,59.557568,-111.631203,5500,Visible,f,,55575
360-1,,,5500,Visible,t,,509525
360-2,,,5500,Visible,t,,509526
360-3,,,5500,Visible,t,,509527
360-4,,,5500,Visible,t,,509528
360-5,,,5500,Visible,t,,509529
360-6,,,5500,Visible,t,,509530
360-7,,,5500,Visible,t,,509531
360-8,,,5500,Visible,t,,509532
360-9,,,5500,Visible,t,,509533
361-1,,,5500,Visible,t,,513538
361-2,,,5500,Visible,t,,513539
361-3,,,5500,Visible,t,,513540
361-4,,,5500,Visible,t,,513541
361-5,,,5500,Visible,t,,513542
361-6,,,5500,Visible,t,,513543
361-7,,,5500,Visible,t,,513544
361-8,,,5500,Visible,t,,513545
361-9,,,5500,Visible,t,,513547
362-1,,,5500,Visible,t,,513546
362-2,,,5500,Visible,t,,513548
362-3,,,5500,Visible,t,,513549
362-4,,,5500,Visible,t,,513550
362-5,,,5500,Visible,t,,513551
362-6,,,5500,Visible,t,,513552
362-7,,,5500,Visible,t,,513553
362-8,,,5500,Visible,t,,513554
362-9,,,5500,Visible,t,,513555
36-NE,59.510143,-111.286217,5500,Visible,f,,32742
